Image Name,Head-to-Body Height Ratio,image_id,section,Gender
8b54bb87-8ef7-5891-a49d-5fff21d33a20.png,0.333932518,8b54bb87-8ef7-5891-a49d-5fff21d33a20,Economy,Woman
5e4c64df-3907-5a3a-a5dd-7fe6c2839913.png,0.203844628,5e4c64df-3907-5a3a-a5dd-7fe6c2839913,Television,Man
cd95a10b-1154-50f0-8515-78de2c14395c.png,0.283430503,cd95a10b-1154-50f0-8515-78de2c14395c,Science,Man
08a573c8-2351-5043-a727-e30ea4cfec25.png,0.338965247,08a573c8-2351-5043-a727-e30ea4cfec25,Global Business,Man
3cf3c11b-bc60-51b3-be02-2f0405180642.png,0.237781051,3cf3c11b-bc60-51b3-be02-2f0405180642,Technology,Man
4e0d35ab-7b83-516b-8411-bf461257bb74.png,0.462289976,4e0d35ab-7b83-516b-8411-bf461257bb74,Books,Woman
faaf9e88-9d67-5220-8488-3515e80deff3.png,0.40725436,faaf9e88-9d67-5220-8488-3515e80deff3,Economy,Man
c23c8eed-6165-53f1-aca9-017fa788488c.png,0.257410403,c23c8eed-6165-53f1-aca9-017fa788488c,Automobiles,Man
132d63d9-613f-543f-869f-d2957fa901cd.png,0.399905553,132d63d9-613f-543f-869f-d2957fa901cd,Media,Man
210b7de2-e5ac-5f33-b66b-57fc3d819397.png,0.241384357,210b7de2-e5ac-5f33-b66b-57fc3d819397,Automobiles,Woman
3dbf2113-4768-5694-9fc0-52d5a7c0f96d.png,0.297671541,3dbf2113-4768-5694-9fc0-52d5a7c0f96d,Media,Woman
7f8859c9-055f-5039-b4c2-a092e54eb00c.png,0.263387099,7f8859c9-055f-5039-b4c2-a092e54eb00c,Travel,Man
0cafe186-69f0-55e4-a39a-6e8cce20873a.png,0.397120725,0cafe186-69f0-55e4-a39a-6e8cce20873a,Music,Man
1b54cf48-3974-5aac-8dd4-c50d251c4c69.png,0.331144678,1b54cf48-3974-5aac-8dd4-c50d251c4c69,Education,Woman
0a9e0198-69e4-5283-959d-9da050b0a475.png,0.38246887,0a9e0198-69e4-5283-959d-9da050b0a475,Television,Woman
4ec29e5e-a00a-5911-91f6-77c53fe3e89f.png,0.281780928,4ec29e5e-a00a-5911-91f6-77c53fe3e89f,Health,Man
75be285d-b7f9-542b-bcd3-4c4bb75ebe6d.png,0.425266956,75be285d-b7f9-542b-bcd3-4c4bb75ebe6d,Science,Man
8a050fac-180b-592c-a011-22f6ade06849.png,0.265174228,8a050fac-180b-592c-a011-22f6ade06849,Science,Man
5c5b0aac-2a53-52bf-9272-83e44cffadee.png,0.514374303,5c5b0aac-2a53-52bf-9272-83e44cffadee,Television,Man
4d49f77c-1037-5c4c-84ca-85065b01684e.png,0.407667864,4d49f77c-1037-5c4c-84ca-85065b01684e,Television,Man
b7499ba8-c86a-5bfb-91a4-7721c2076873.png,0.338055183,b7499ba8-c86a-5bfb-91a4-7721c2076873,Theater,Man
64d97b15-b142-5a1b-aa6b-c0270d0a6300.png,0.338511932,64d97b15-b142-5a1b-aa6b-c0270d0a6300,Technology,Woman
2d034103-c667-537c-8331-0bceff160352.png,0.335489345,2d034103-c667-537c-8331-0bceff160352,Global Business,Man
87ae5efb-f7bb-5350-9f21-905f52788024.png,0.389269404,87ae5efb-f7bb-5350-9f21-905f52788024,Travel,Man
5bfb2ce5-1fd1-5bc2-befb-f9b9db24d96f.png,0.512770807,5bfb2ce5-1fd1-5bc2-befb-f9b9db24d96f,Style,Woman
6083f931-617f-5083-b3f6-b9fa7d824354.png,0.324759957,6083f931-617f-5083-b3f6-b9fa7d824354,Education,Woman
c905825a-fa82-5503-82b7-41d5e2fd2abe.png,0.62577909,c905825a-fa82-5503-82b7-41d5e2fd2abe,Media,Man
847e27d1-66ee-5a0e-b8c8-09245319145b.png,0.358559647,847e27d1-66ee-5a0e-b8c8-09245319145b,Global Business,Man
04c52a41-d68f-56f7-9a62-e1fe314b3b1d.png,0.593500639,04c52a41-d68f-56f7-9a62-e1fe314b3b1d,Education,Man
150beddb-80a6-55cc-bc32-fbabedd8c8e9.png,0.135574894,150beddb-80a6-55cc-bc32-fbabedd8c8e9,Dance,Man
11af55a5-5e8b-5bcc-b23c-b62a0c2ecd92.png,0.300204478,11af55a5-5e8b-5bcc-b23c-b62a0c2ecd92,Health,Man
4e9e5d5c-4caa-58bb-9605-636a970fb190.png,0.290964883,4e9e5d5c-4caa-58bb-9605-636a970fb190,Theater,Woman
3b54e761-8bbb-544a-b2a6-a0f4c93eb0a5.png,0.418806479,3b54e761-8bbb-544a-b2a6-a0f4c93eb0a5,Dance,Man
0a73f9d0-03eb-520d-adca-8bd1c4edd945.png,0.285905769,0a73f9d0-03eb-520d-adca-8bd1c4edd945,Style,Man
75d0107a-e0ba-5086-91c2-dfb71ae1c40f.png,0.345469816,75d0107a-e0ba-5086-91c2-dfb71ae1c40f,Real Estate,Man
4776905e-6566-59b6-a568-19e7be581ebb.png,0.280543156,4776905e-6566-59b6-a568-19e7be581ebb,Style,Woman
03c88ee3-065c-5a1c-8c1f-d82d815e82ee.png,0.326734315,03c88ee3-065c-5a1c-8c1f-d82d815e82ee,Movies,Man
4f7737ca-2386-5cb0-9111-b2c0b75e6dd7.png,0.42870908,4f7737ca-2386-5cb0-9111-b2c0b75e6dd7,Theater,Man
5ea4c85b-5bd8-5e90-89e1-55760c9628f3.png,0.324255758,5ea4c85b-5bd8-5e90-89e1-55760c9628f3,Art & Design,Man
b3c95354-860c-59c6-9543-85c23d893452.png,0.365347509,b3c95354-860c-59c6-9543-85c23d893452,Real Estate,Woman
4c1a0138-0db3-5536-8260-c61083312b1f.png,0.278937802,4c1a0138-0db3-5536-8260-c61083312b1f,Your Money,Woman
7cb4ad76-bca1-5da0-80da-d1e6acb0e75f.png,0.297333135,7cb4ad76-bca1-5da0-80da-d1e6acb0e75f,Global Business,Woman
a81c5846-187e-567a-8f93-f1583d6650b2.png,0.304346163,a81c5846-187e-567a-8f93-f1583d6650b2,Automobiles,Man
4d150301-2c8e-546e-a05e-f0cbe389eb8e.png,0.23300384,4d150301-2c8e-546e-a05e-f0cbe389eb8e,Sports,Man
4fedafc6-a4bf-593b-943d-b66a5b8cb9d1.png,0.284803579,4fedafc6-a4bf-593b-943d-b66a5b8cb9d1,Well,Woman
345ad404-57d6-5bcb-83e2-2520871b53f5.png,0.250678989,345ad404-57d6-5bcb-83e2-2520871b53f5,Art & Design,Woman
780e7d9f-c14f-595b-8606-2d39e1c2668e.png,0.428657824,780e7d9f-c14f-595b-8606-2d39e1c2668e,Economy,Man
397095da-a677-5a24-a719-6c35705a97ef.png,0.383089494,397095da-a677-5a24-a719-6c35705a97ef,Global Business,Man
2b3649ac-03eb-5654-9302-9469496d7bb2.png,0.48100046,2b3649ac-03eb-5654-9302-9469496d7bb2,Global Business,Man
3f6d381f-4daf-5d5f-9518-7449bad45588.png,0.279859223,3f6d381f-4daf-5d5f-9518-7449bad45588,Technology,Man
c2066e9d-ed08-5531-8c5c-5d9d9cda463b.png,0.336510798,c2066e9d-ed08-5531-8c5c-5d9d9cda463b,Food,Woman
3f814042-695a-567e-8b00-104e333db494.png,0.615084535,3f814042-695a-567e-8b00-104e333db494,Television,Man
59fc71a7-9036-523c-aeed-62939463540a.png,0.340827765,59fc71a7-9036-523c-aeed-62939463540a,Fashion & Style,Woman
2a0a7e1d-d489-5a4f-9ad2-f92b4354e11c.png,0.273261563,2a0a7e1d-d489-5a4f-9ad2-f92b4354e11c,Music,Woman
