Image Name,image_id,Gender,Pitch Angle,section
5e4c64df-3907-5a3a-a5dd-7fe6c2839913.png,5e4c64df-3907-5a3a-a5dd-7fe6c2839913,Man,0.829737902,Television
4e0d35ab-7b83-516b-8411-bf461257bb74.png,4e0d35ab-7b83-516b-8411-bf461257bb74,Woman,0.459518701,Books
3dbf2113-4768-5694-9fc0-52d5a7c0f96d.png,3dbf2113-4768-5694-9fc0-52d5a7c0f96d,Woman,4.042765617,Media
0cafe186-69f0-55e4-a39a-6e8cce20873a.png,0cafe186-69f0-55e4-a39a-6e8cce20873a,Man,2.115760565,Music
0a9e0198-69e4-5283-959d-9da050b0a475.png,0a9e0198-69e4-5283-959d-9da050b0a475,Woman,-2.549954176,Television
4ec29e5e-a00a-5911-91f6-77c53fe3e89f.png,4ec29e5e-a00a-5911-91f6-77c53fe3e89f,Man,9.343314171,Health
5c5b0aac-2a53-52bf-9272-83e44cffadee.png,5c5b0aac-2a53-52bf-9272-83e44cffadee,Man,3.87604022,Television
4d49f77c-1037-5c4c-84ca-85065b01684e.png,4d49f77c-1037-5c4c-84ca-85065b01684e,Man,4.570794106,Television
4e9e5d5c-4caa-58bb-9605-636a970fb190.png,4e9e5d5c-4caa-58bb-9605-636a970fb190,Woman,0.984033346,Theater
0a73f9d0-03eb-520d-adca-8bd1c4edd945.png,0a73f9d0-03eb-520d-adca-8bd1c4edd945,Man,2.393272638,Style
0f0dcf7e-0f55-53e4-abaf-0d5a9ecfb385.png,0f0dcf7e-0f55-53e4-abaf-0d5a9ecfb385,Man,-4.486967087,Music
03c88ee3-065c-5a1c-8c1f-d82d815e82ee.png,03c88ee3-065c-5a1c-8c1f-d82d815e82ee,Man,6.115004539,Movies
4f7737ca-2386-5cb0-9111-b2c0b75e6dd7.png,4f7737ca-2386-5cb0-9111-b2c0b75e6dd7,Man,3.298403978,Theater
5ea4c85b-5bd8-5e90-89e1-55760c9628f3.png,5ea4c85b-5bd8-5e90-89e1-55760c9628f3,Man,6.444164276,Art & Design
4c1a0138-0db3-5536-8260-c61083312b1f.png,4c1a0138-0db3-5536-8260-c61083312b1f,Woman,7.104026318,Your Money
4d150301-2c8e-546e-a05e-f0cbe389eb8e.png,4d150301-2c8e-546e-a05e-f0cbe389eb8e,Man,5.30014229,Sports
4fedafc6-a4bf-593b-943d-b66a5b8cb9d1.png,4fedafc6-a4bf-593b-943d-b66a5b8cb9d1,Woman,3.834431171,Well
3f6d381f-4daf-5d5f-9518-7449bad45588.png,3f6d381f-4daf-5d5f-9518-7449bad45588,Man,16.13280487,Technology
3f814042-695a-567e-8b00-104e333db494.png,3f814042-695a-567e-8b00-104e333db494,Man,-6.541361332,Television
2a0a7e1d-d489-5a4f-9ad2-f92b4354e11c.png,2a0a7e1d-d489-5a4f-9ad2-f92b4354e11c,Woman,0.990194261,Music
5d229973-a1b8-5247-bb37-3193fccbc2aa.png,5d229973-a1b8-5247-bb37-3193fccbc2aa,Man,18.73654366,Movies
4a04c1e0-6091-5dfd-bf6e-3b3f24e95cbc.png,4a04c1e0-6091-5dfd-bf6e-3b3f24e95cbc,Man,3.57589149,Sports
4f532c11-fb0a-5d4a-8a68-ee4f73f7bd92.png,4f532c11-fb0a-5d4a-8a68-ee4f73f7bd92,Man,-3.00746727,Food
1f7e0922-51e8-519a-a3d3-e695e3d898d9.png,1f7e0922-51e8-519a-a3d3-e695e3d898d9,Man,7.743003845,Real Estate
2d88756e-5d3a-558a-8ab1-6dfee44bb86e.png,2d88756e-5d3a-558a-8ab1-6dfee44bb86e,Woman,1.289730906,Style
2f557e22-969a-5f2f-9b65-5b3b41d17f95.png,2f557e22-969a-5f2f-9b65-5b3b41d17f95,Woman,0.660442412,Opinion
2dcd5b4c-b3ab-5c40-a212-ffa749753290.png,2dcd5b4c-b3ab-5c40-a212-ffa749753290,Man,18.29244041,Opinion
1fec0426-8a4f-58c4-ba11-667143396dd9.png,1fec0426-8a4f-58c4-ba11-667143396dd9,Woman,3.916156054,Opinion
3d976cf0-8594-5d1e-9e48-30a794bbdac8.png,3d976cf0-8594-5d1e-9e48-30a794bbdac8,Man,3.83100462,Real Estate
1ec5a1b0-d658-5e14-bd76-103a60b0486a.png,1ec5a1b0-d658-5e14-bd76-103a60b0486a,Man,0.069686554,Books
4db222d5-f18f-5690-aca6-48aa86d2a636.png,4db222d5-f18f-5690-aca6-48aa86d2a636,Man,7.608736038,Technology
6a27e062-b0cd-5cde-a2ac-3237cbb2947c.png,6a27e062-b0cd-5cde-a2ac-3237cbb2947c,Man,0.338392794,Movies
00e0777d-7f68-525f-9959-ef5567613aec.png,00e0777d-7f68-525f-9959-ef5567613aec,Man,-0.27638182,Media
1a83c3a4-fac9-51bf-a5e6-177b7951b91c.png,1a83c3a4-fac9-51bf-a5e6-177b7951b91c,Woman,-1.955033422,Music
4d3d64f8-3f13-519a-92e6-a441e737ffa1.png,4d3d64f8-3f13-519a-92e6-a441e737ffa1,Woman,-0.838875532,Technology
2f83f857-bf2d-5d5e-be95-7603c36ec264.png,2f83f857-bf2d-5d5e-be95-7603c36ec264,Man,2.949725866,Television
0ce90b93-b12f-5da7-98e5-8dda63073a4a.png,0ce90b93-b12f-5da7-98e5-8dda63073a4a,Woman,2.007782698,Fashion & Style
2dcb576a-0e91-52e9-923b-8dfcf39bc856.png,2dcb576a-0e91-52e9-923b-8dfcf39bc856,Man,0.229771405,Books
4f15e041-8062-5dc8-904f-2b2bf3b96295.png,4f15e041-8062-5dc8-904f-2b2bf3b96295,Man,2.092950344,Movies
4dec8d88-d485-5220-93f6-e763edf1af70.png,4dec8d88-d485-5220-93f6-e763edf1af70,Woman,5.752942562,Music
